Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,30,66506,6028195,Orange,Fullerton Elementary,Woodcrest Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,335,263,78.50%,311,92.80%,335,263,78.50%,311,92.80%,Y
2021-2022,30,66514,3030855,Orange,Fullerton Joint Union High,Buena Park High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,1927,1373,71.30%,1622,84.20%,1899,1353,71.20%,1597,84.10%,Y
2021-2022,30,66514,3032505,Orange,Fullerton Joint Union High,Fullerton Union High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,1944,953,49.00%,1219,62.70%,1901,933,49.10%,1191,62.70%,Y
2021-2022,30,66514,3033362,Orange,Fullerton Joint Union High,La Habra High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2034,913,44.90%,1159,57.00%,1992,894,44.90%,1138,57.10%,Y
2021-2022,30,66514,3030335,Orange,Fullerton Joint Union High,La Sierra High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,414,217,52.40%,246,59.40%,274,175,63.90%,194,70.80%,Y
2021-2022,30,66514,3033610,Orange,Fullerton Joint Union High,La Vista High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,N,N/A,N/A,N,9,12,361,227,62.90%,248,68.70%,321,202,62.90%,223,69.50%,Y
2021-2022,30,66514,1,Orange,Fullerton Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,8,44.40%,8,44.40%,12,6,50.00%,6,50.00%,Y
2021-2022,30,66514,3037090,Orange,Fullerton Joint Union High,Sonora High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,1697,729,43.00%,956,56.30%,1676,720,43.00%,945,56.40%,Y
2021-2022,30,66514,3037348,Orange,Fullerton Joint Union High,Sunny Hills High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2422,824,34.00%,1180,48.70%,2379,810,34.00%,1158,48.70%,Y
2021-2022,30,66514,3037496,Orange,Fullerton Joint Union High,Troy High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2614,641,24.50%,915,35.00%,2579,635,24.60%,907,35.20%,Y
2021-2022,30,66522,6028211,Orange,Garden Grove Unified,A. G. Cook Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,348,195,56.00%,231,66.40%,347,195,56.20%,230,66.30%,Y
2021-2022,30,66522,6028229,Orange,Garden Grove Unified,Agnes Ware Stanley Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,323,201,62.20%,229,70.90%,321,199,62.00%,227,70.70%,Y
2021-2022,30,66522,6028237,Orange,Garden Grove Unified,Alamitos Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,639,440,68.90%,493,77.20%,639,440,68.90%,493,77.20%,Y
2021-2022,30,66522,3030434,Orange,Garden Grove Unified,Bolsa Grande High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1731,1180,68.20%,1343,77.60%,1700,1160,68.20%,1320,77.60%,Y
2021-2022,30,66522,6028252,Orange,Garden Grove Unified,Brookhurst Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,389,281,72.20%,298,76.60%,382,275,72.00%,292,76.40%,Y
2021-2022,30,66522,6028260,Orange,Garden Grove Unified,Bryant Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,561,437,77.90%,477,85.00%,552,432,78.30%,472,85.50%,Y
2021-2022,30,66522,6028278,Orange,Garden Grove Unified,C. C. Violette Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,280,208,74.30%,232,82.90%,275,204,74.20%,228,82.90%,Y
2021-2022,30,66522,6028294,Orange,Garden Grove Unified,Clinton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,510,392,76.90%,448,87.80%,502,385,76.70%,440,87.60%,Y
2021-2022,30,66522,6028302,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,621,422,68.00%,476,76.70%,621,422,68.00%,476,76.70%,Y
2021-2022,30,66522,6028534,Orange,Garden Grove Unified,Dr. Walter C. Ralston Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,579,371,64.10%,416,71.80%,579,371,64.10%,416,71.80%,Y
2021-2022,30,66522,6028310,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,511,419,82.00%,452,88.50%,506,414,81.80%,447,88.30%,Y
2021-2022,30,66522,6028328,Orange,Garden Grove Unified,Earl Warren Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,475,319,67.20%,356,74.90%,466,315,67.60%,352,75.50%,Y
2021-2022,30,66522,6028336,Orange,Garden Grove Unified,Edward Russell Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,445,392,88.10%,415,93.30%,438,386,88.10%,409,93.40%,Y
2021-2022,30,66522,6028500,Orange,Garden Grove Unified,Enders Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,388,120,30.90%,132,34.00%,380,117,30.80%,129,33.90%,Y
2021-2022,30,66522,6028344,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,458,334,72.90%,372,81.20%,453,332,73.30%,370,81.70%,Y
2021-2022,30,66522,6028369,Orange,Garden Grove Unified,Ethan B. Allen Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,620,217,35.00%,247,39.80%,612,213,34.80%,243,39.70%,Y
2021-2022,30,66522,6028377,Orange,Garden Grove Unified,Ethel M. Evans Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,422,268,63.50%,298,70.60%,414,262,63.30%,291,70.30%,Y
2021-2022,30,66522,6028385,Orange,Garden Grove Unified,Excelsior Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,404,294,72.80%,327,80.90%,395,287,72.70%,319,80.80%,Y
2021-2022,30,66522,6028393,Orange,Garden Grove Unified,Faylane Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,427,289,67.70%,317,74.20%,418,283,67.70%,310,74.20%,Y
2021-2022,30,66522,3032752,Orange,Garden Grove Unified,Garden Grove High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,2265,1324,58.50%,1538,67.90%,2238,1307,58.40%,1517,67.80%,Y
2021-2022,30,66522,6028401,Orange,Garden Grove Unified,Garden Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,239,76,31.80%,88,36.80%,230,76,33.00%,87,37.80%,Y
2021-2022,30,66522,6028419,Orange,Garden Grove Unified,Genevieve M. Crosby Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,328,198,60.40%,223,68.00%,322,197,61.20%,221,68.60%,Y
2021-2022,30,66522,6028435,Orange,Garden Grove Unified,Gilbert Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,474,322,67.90%,345,72.80%,465,318,68.40%,341,73.30%,Y
2021-2022,30,66522,6028443,Orange,Garden Grove Unified,Heritage Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,P,6,391,333,85.20%,358,91.60%,380,324,85.30%,348,91.60%,Y
2021-2022,30,66522,6028450,Orange,Garden Grove Unified,Hilton D. Bell Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,615,164,26.70%,201,32.70%,615,164,26.70%,201,32.70%,Y
2021-2022,30,66522,6028468,Orange,Garden Grove Unified,Izaak Walton Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,524,389,74.20%,440,84.00%,524,389,74.20%,440,84.00%,Y
2021-2022,30,66522,6028476,Orange,Garden Grove Unified,James Irvine Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,686,480,70.00%,541,78.90%,686,480,70.00%,541,78.90%,Y
2021-2022,30,66522,6028484,Orange,Garden Grove Unified,James Monroe Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,553,277,50.10%,327,59.10%,537,269,50.10%,319,59.40%,Y
2021-2022,30,66522,6028518,Orange,Garden Grove Unified,John Marshall Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,351,230,65.50%,242,68.90%,344,225,65.40%,237,68.90%,Y
2021-2022,30,66522,6028526,Orange,Garden Grove Unified,John Murdy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,583,378,64.80%,424,72.70%,572,373,65.20%,416,72.70%,Y
2021-2022,30,66522,6104129,Orange,Garden Grove Unified,Jordan Secondary Learning Center,Unified School District,Special Education Schools (Public),Special Education School,CEP,N,N/A,N/A,N,Adult,Adult,103,59,57.30%,66,64.10%,2,2,100.00%,2,100.00%,Y
2021-2022,30,66522,3033578,Orange,Garden Grove Unified,La Quinta High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,2122,1224,57.70%,1445,68.10%,2105,1210,57.50%,1431,68.00%,Y
2021-2022,30,66522,6028542,Orange,Garden Grove Unified,Leo Carrillo Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,492,412,83.70%,430,87.40%,486,407,83.70%,425,87.40%,Y
2021-2022,30,66522,6028559,Orange,Garden Grove Unified,Leroy L. Doig Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,587,484,82.50%,515,87.70%,587,484,82.50%,515,87.70%,Y
2021-2022,30,66522,6028575,Orange,Garden Grove Unified,Linton T. Simmons Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,291,244,83.80%,264,90.70%,289,242,83.70%,262,90.70%,Y
2021-2022,30,66522,3033933,Orange,Garden Grove Unified,Los Amigos High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1670,1344,80.50%,1459,87.40%,1653,1329,80.40%,1443,87.30%,Y
2021-2022,30,66522,6028583,Orange,Garden Grove Unified,Louis G. Zeyen Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,238,161,67.60%,174,73.10%,235,159,67.70%,172,73.20%,Y
2021-2022,30,66522,6028625,Orange,Garden Grove Unified,Louis Lake Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,510,336,65.90%,375,73.50%,510,336,65.90%,375,73.50%,Y
2021-2022,30,66522,6028609,Orange,Garden Grove Unified,Loyal Barker Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,452,89,19.70%,100,22.10%,445,88,19.80%,99,22.20%,Y
2021-2022,30,66522,6085294,Orange,Garden Grove Unified,Mamie L. Northcutt Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,394,238,60.40%,268,68.00%,386,235,60.90%,265,68.70%,Y
2021-2022,30,66522,3030103,Orange,Garden Grove Unified,Marie L. Hare High,Unified School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,7,12,223,175,78.50%,184,82.50%,214,168,78.50%,177,82.70%,Y
2021-2022,30,66522,6028633,Orange,Garden Grove Unified,Mark Twain Special Center,Unified School District,Special Education Schools (Public),Special Education School,CEP,N,N/A,N/A,N,P,12,68,41,60.30%,49,72.10%,49,28,57.10%,34,69.40%,Y
2021-2022,30,66522,6028641,Orange,Garden Grove Unified,Merton E. Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,292,198,67.80%,219,75.00%,285,195,68.40%,215,75.40%,Y
2021-2022,30,66522,6028658,Orange,Garden Grove Unified,Mitchell Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,388,275,70.90%,305,78.60%,382,271,70.90%,300,78.50%,Y
2021-2022,30,66522,6028666,Orange,Garden Grove Unified,Morningside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,381,240,63.00%,278,73.00%,372,234,62.90%,271,72.80%,Y
2021-2022,30,66522,6028674,Orange,Garden Grove Unified,Newhope Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,349,262,75.10%,283,81.10%,343,260,75.80%,281,81.90%,Y
2021-2022,30,66522,1,Orange,Garden Grove Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,17,54.80%,17,54.80%,28,16,57.10%,16,57.10%,Y
2021-2022,30,66522,6028682,Orange,Garden Grove Unified,Ocia A. Peters Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,940,661,70.30%,732,77.90%,932,655,70.30%,726,77.90%,Y
2021-2022,30,66522,3035581,Orange,Garden Grove Unified,Pacifica High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1648,587,35.60%,707,42.90%,1621,579,35.70%,694,42.80%,Y
2021-2022,30,66522,6028690,Orange,Garden Grove Unified,Parkview Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,431,247,57.30%,279,64.70%,422,241,57.10%,272,64.50%,Y
2021-2022,30,66522,6028427,Orange,Garden Grove Unified,Patton Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,846,193,22.80%,234,27.70%,834,192,23.00%,233,27.90%,Y
2021-2022,30,66522,6028708,Orange,Garden Grove Unified,Post Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,372,222,59.70%,261,70.20%,366,220,60.10%,259,70.80%,Y
2021-2022,30,66522,6028716,Orange,Garden Grove Unified,R. F. Hazard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,378,305,80.70%,327,86.50%,375,303,80.80%,324,86.40%,Y
2021-2022,30,66522,3035706,Orange,Garden Grove Unified,Rancho Alamitos High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1680,1173,69.80%,1296,77.10%,1652,1151,69.70%,1274,77.10%,Y
2021-2022,30,66522,6028724,Orange,Garden Grove Unified,Riverdale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,499,351,70.30%,393,78.80%,493,347,70.40%,389,78.90%,Y
2021-2022,30,66522,6028732,Orange,Garden Grove Unified,Rosita Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,378,299,79.10%,316,83.60%,374,296,79.10%,313,83.70%,Y
2021-2022,30,66522,3036555,Orange,Garden Grove Unified,Santiago High,Unified School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,1989,1541,77.50%,1699,85.40%,1971,1526,77.40%,1684,85.40%,Y
2021-2022,30,66522,6028740,Orange,Garden Grove Unified,Sarah McGarvin Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,721,437,60.60%,490,68.00%,721,437,60.60%,490,68.00%,Y
2021-2022,30,66522,6028765,Orange,Garden Grove Unified,Stanford Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,511,309,60.50%,353,69.10%,498,302,60.60%,345,69.30%,Y
2021-2022,30,66522,6028773,Orange,Garden Grove Unified,Stephen R. Fitz Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,533,437,82.00%,470,88.20%,533,437,82.00%,470,88.20%,Y
2021-2022,30,66522,6028781,Orange,Garden Grove Unified,Sunnyside Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,531,348,65.50%,389,73.30%,524,344,65.60%,384,73.30%,Y
2021-2022,30,66522,6028799,Orange,Garden Grove Unified,Susan B. Anthony Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,342,211,61.70%,242,70.80%,340,209,61.50%,240,70.60%,Y
2021-2022,30,66522,6028807,Orange,Garden Grove Unified,Thomas Paine Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,424,247,58.30%,286,67.50%,416,240,57.70%,278,66.80%,Y
2021-2022,30,66522,6028815,Orange,Garden Grove Unified,Wakeham Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,261,186,71.30%,205,78.50%,260,186,71.50%,204,78.50%,Y
2021-2022,30,66522,6028823,Orange,Garden Grove Unified,Woodbury Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,345,263,76.20%,281,81.40%,336,257,76.50%,274,81.50%,Y
2021-2022,30,66530,6028831,Orange,Huntington Beach City Elementary,Agnes L. Smith Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,574,167,29.10%,174,30.30%,574,167,29.10%,174,30.30%,Y
2021-2022,30,66530,6028849,Orange,Huntington Beach City Elementary,Ethel Dwyer Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,1086,220,20.30%,232,21.40%,1086,220,20.30%,232,21.40%,Y
2021-2022,30,66530,6116065,Orange,Huntington Beach City Elementary,Huntington Seacliff Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,578,83,14.40%,89,15.40%,578,83,14.40%,89,15.40%,Y
2021-2022,30,66530,6089072,Orange,Huntington Beach City Elementary,Isaac L. Sowers Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,780,118,15.10%,124,15.90%,780,118,15.10%,124,15.90%,Y
2021-2022,30,66530,6028864,Orange,Huntington Beach City Elementary,John H. Eader Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,422,52,12.30%,53,12.60%,422,52,12.30%,53,12.60%,Y
2021-2022,30,66530,6028872,Orange,Huntington Beach City Elementary,John R. Peterson Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,554,165,29.80%,176,31.80%,554,165,29.80%,176,31.80%,Y
2021-2022,30,66530,134221,Orange,Huntington Beach City Elementary,Kinetic Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1812,Directly funded,Y,K,8,320,79,24.70%,88,27.50%,311,77,24.80%,86,27.70%,Y
2021-2022,30,66530,1,Orange,Huntington Beach City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,25.00%,1,25.00%,4,1,25.00%,1,25.00%,Y
2021-2022,30,66530,6094643,Orange,Huntington Beach City Elementary,Ralph E. Hawes Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,454,42,9.30%,46,10.10%,424,38,9.00%,42,9.90%,Y
2021-2022,30,66530,6095111,Orange,Huntington Beach City Elementary,S. A. Moffett Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,452,57,12.60%,58,12.80%,452,57,12.60%,58,12.80%,Y
2021-2022,30,66548,3030368,Orange,Huntington Beach Union High,Coast High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,228,76,33.30%,91,39.90%,168,63,37.50%,77,45.80%,Y
2021-2022,30,66548,3031895,Orange,Huntington Beach Union High,Edison High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2161,327,15.10%,551,25.50%,1962,279,14.20%,493,25.10%,Y
2021-2022,30,66548,3032158,Orange,Huntington Beach Union High,Fountain Valley High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,3286,1114,33.90%,1633,49.70%,3230,1094,33.90%,1606,49.70%,Y
2021-2022,30,66548,3032943,Orange,Huntington Beach Union High,Huntington Beach High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2914,625,21.40%,901,30.90%,2804,609,21.70%,874,31.20%,Y
2021-2022,30,66548,3034410,Orange,Huntington Beach Union High,Marina High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2265,698,30.80%,1018,44.90%,2204,679,30.80%,989,44.90%,Y
